review_id,year,source_node,target_node,relation,description
R01960,2018,guide,entrance fee,co_occurrence,guide expects a tip after entrance
R00652,2014,Ghats,calm and evocation,co_occurrence,Ghats evoke a mixture of calm and evocation
R00652,2014,cremation,division of area,description,Cremation areas are divided by social status
R00323,2013,river where ashes are distributed,horribly polluted,contrast,holy river contrasted with pollution
R00323,2013,cremated on pyres,river where ashes are distributed,description,cremation ritual takes place above the river
R00323,2013,building next to the temple,cremated on pyres,description,building functions like a hospice for those near death
R02317,2019,crematorium,Bagmati River,co_occurrence,crematorium located near Bagmati River
R02317,2019,restrictions,mobiles,description,restrictions include not using mobiles
R01887,2018,aarti,evening time,co_occurrence,aarti occurs at evening time
R01887,2018,patience view,four side,description,patience view of all four sides
R01990,2018,five-faced linga,crematorium,description,crematorium is part of the temple infrastructure
R01990,2018,rituals for after death,crematorium,co_occurrence,rituals occur at the crematorium
R00273,2013,birthday of Lord Shiva,half a million hindus,co_occurrence,festival attended by many hindus
R00273,2013,ghats,Bagmati River,description,ghats located on the eastern side of the river
R00273,2013,pilgrims,sadhus,co_occurrence,both religious actors present at the site
R02352,2020,river,washing and cremating,co_occurrence,rituals occur next to the river
R02352,2020,inner temple,foreigners not allowed,description,access restriction for foreigners
R01412,2017,Hindu culture,worth the visit,causal,fascination with Hindu culture makes it worth visiting
R01412,2017,price for entering,1000 rupees,description,price increase described as expensive
R01564,2017,Darshan,paid darshan,contrast,Different types of darshan access
R01564,2017,samshan ghat,temple campus,description,Samshan ghat is located within the temple campus
R00671,2014,Rs. 1100 slip for puja,Darshan,causal,Rs. 1100 slip for puja led to nice Darshan
R00671,2014,Rudraksha Maala,Prasad,co_occurrence,Rudraksha Maala and Prasad given together
R02052,2018,not Hindu,grounds,contrast,access restriction contrasted with walking the grounds
R02052,2018,priestly offerings,religious cremations,co_occurrence,both rituals observed during visit
R00017,2025,lord Shiva,bless,causal,lord Shiva provides blessing
R00017,2025,lord Shiva,healing,causal,lord Shiva provides healing
R00455,2014,24 carvings of erotic scenes,roof pillars,description,carvings are located on roof pillars
R00455,2014,only Hindu can enter,Pashupati Temple of Bhaktapur,contrast,entry rule contrasts with Pashupati Temple of Bhaktapur
R01580,2017,darshan of the deity,peace in the air,co_occurrence,darshan followed by peace
R01580,2017,aarti,jostling,contrast,aarti contrasted with jostling
R01580,2017,banks of the river Bagmati,musical program,co_occurrence,musical program at the river bank
R01580,2017,darshan of the deity,priests,causal,payment to priests for extended darshan
R01024,2016,bank of river,big hindu temple,co_occurrence,temple located by the river
R01024,2016,dead bodies,funerals,description,dead bodies taken for funerals
R02287,2019,old shiva temple,energy,causal,energy charged by the temple
R02287,2019,yogi shiva,energy,causal,energy charged by yogi shiva
R01133,2016,priests,better views and help in worshipping rituals,causal,priests offer better views for money
R01133,2016,entry fee for foreigners,better views and help in worshipping rituals,contrast,foreigners pay for access while locals do not
R02465,2024,Bagmati River,cemetery,description,cemetery takes place along the river
R02465,2024,Hindu rituals,cemetery,description,cemetery is part of Hindu rituals
R02465,2024,Ganga Arthi,Hindu rituals,co_occurrence,Ganga Arthi is a Hindu ritual
R01986,2018,Shiva Darshan,Vasuki shrine,co_occurrence,Both are mentioned as unique and special
R01986,2018,Shiva Darshan,Bhairava shrine,co_occurrence,Both are mentioned as unique and special
R01986,2018,Lingams,Bees attracted by the nectar and flowers,description,Lingams are described with bees attracted by nectar and flowers
R01935,2018,"Marvel movie, Dr Strange",UNESCO World Heritage Sites,co_occurrence,Both are reasons for interest in the site
R01935,2018,non-Hindu entry ban,crematorium,contrast,Non-Hindus can visit the crematorium but not the main temple
R01408,2017,guide,money,causal,Guides are motivated by money
R01408,2017,guide,holy men,co_occurrence,Guides bring tourists to holy men
R01408,2017,holy men,money,causal,Holy men charge money for blessings
R00570,2014,Huge complex,old age house,description,Complex includes old age house
R00570,2014,Huge complex,gaushala,description,Complex includes gaushala
R00570,2014,Huge complex,last rites area,description,Complex includes last rites area
R00570,2014,last rites area,Bagmati river,description,Last rites area is around Bagmati river
R00570,2014,people approaching you for special puja,Darshan and puja,contrast,Avoid people for puja contrasts with not crowded darshan
R00375,2013,holy river,trash and debris,description,river clogged with trash
R00080,2012,open cremation,unique and rich culture,description,cremation as part of culture
R00080,2012,guide,rituals and symbolism,causal,guide explains rituals
R01958,2018,funeral,grieving,co_occurrence,grieving observed during the funeral
R01958,2018,funeral,care,co_occurrence,care observed during the funeral
R01958,2018,red powder,river,co_occurrence,red powder and river used in ritual
R01869,2018,cremation ceremony,send off of the soul,description,cremation ceremony described as a beautiful send off
R01869,2018,ceremony,familys,co_occurrence,families participate in the ceremony
R00787,2015,cremate their dead,holy river,co_occurrence,cremation occurs alongside the holy river
R00787,2015,non-Hindu entry ban,other peoples sorrow,contrast,entry ban contrasted with witnessing sorrow
R00729,2014,cremation ghats,cremation ritual,co_occurrence,Cremation ghats are where the cremation ritual takes place
R00729,2014,non-Hindu entry ban,entry fee for foreigners,contrast,"Non-Hindus face entry restrictions, while tourists pay a fee"
R01715,2017,guide,public cremations,co_occurrence,guide accompanies visitors to view public cremations
R01715,2017,public cremations,fire is started,contrast,public cremations are interesting but fire starting is problematic
R01257,2016,main temple complex,hindu cremation rites,contrast,contrast between entering the temple and observing rites
R01257,2016,persistent guides,main temple complex,co_occurrence,guides are present around the temple complex
R01432,2017,cremations,priests,co_occurrence,cremations and priests present
R01432,2017,priests,disabled people,co_occurrence,priests and disabled people together
R01432,2017,Holy Day,cremations,causal,Holy Day caused busy site and rituals
R01159,2016,Panditjis,Rudra pooja,causal,Panditjis conduct Rudra pooja
R01159,2016,Rudra pooja,temple premises,co_occurrence,Rudra pooja takes place in temple premises
R01375,2016,free trade store,beautiful gifts,causal,store offers beautiful gifts
R01375,2016,tour guide,museum,co_occurrence,tour guide recommended for museum
R02064,2018,funeral pyres,cremation site,co_occurrence,funeral pyres are part of the cremation site
R02064,2018,sacred purification rituals,funeral pyres,co_occurrence,rituals occur near funeral pyres
R02064,2018,foreigners pay NPR 1000,cremation site,causal,entry fee supports site maintenance
R02064,2018,palls of smoke,ashen smell,co_occurrence,smoke and smell are related issues
R02064,2018,fascinating,challenging,contrast,fascination and challenge are contrasting emotions
R01122,2016,holy men,pictures for money,causal,holy men take pictures for money
R01122,2016,guided tour,cool photo,causal,guided tour leads to cool photo
R00694,2014,powerful vibes,darshan,co_occurrence,powerful vibes associated with darshan
R00694,2014,orderly queues,pushed and tossed around,co_occurrence,lack of orderly queues leads to being pushed
R01815,2018,morning visit,worship,co_occurrence,morning visit includes worship
R01815,2018,Hotel Royal Singi,morning visit,description,starting point for the visit
R01870,2018,cremation ceremony,corpse,co_occurrence,cremation ceremony involves seeing corpse
R01870,2018,corpse,smoke,co_occurrence,corpse and smoke are experienced together
R01870,2018,mask,smoke,causal,people wear masks due to smoke
R00600,2014,Prem,Shiva sites,description,Prem guides through Shiva sites
R00600,2014,Shiva sites,incineration and death rituals,description,Shiva sites dedicated to rituals
R00600,2014,bank of the river,cows along the river,co_occurrence,cows seen along the river bank
R00600,2014,Varanasi,pictures of the incineration rituals,contrast,Varanasi has stricter photo rules
R01341,2016,Bagmati River,Hindu people,co_occurrence,Hindu people swim in Bagmati River
R01341,2016,god Shiva temple,body is firing,description,cremation ritual at Shiva temple
R00173,2012,afternoon/evening,intense,contrast,afternoon/evening suggested to avoid intensity
R00173,2012,smoke,intense,co_occurrence,smoke contributes to intensity
R00958,2015,1000 rupee entrance,foreigners,causal,Entrance fee depends on foreign appearance
R02362,2020,Hindu shrine,Divine atmosphere,description,The shrine contributes to the divine atmosphere
R02362,2020,cremations,Bagmati River,co_occurrence,Cremations occur along the river
R02362,2020,mesmerising Aarti,Bagmati River,co_occurrence,Aarti is performed on the river banks
R00750,2015,Sadhu monks,cremations,co_occurrence,Sadhu monks and cremations are both mentioned as unforgettable
R00750,2015,cremations,river,description,Cremations occur across the river
R00750,2015,holiday,scene worthy of a postcard,causal,Holiday activity enhances the postcard-worthy scene
R02284,2019,tourists from India,barefoot and with painted forehead,co_occurrence,Tourists from India follow cultural rules
R02284,2019,non-Hindu entry ban,1000 rupees,description,Non-Hindu entry requires a fee
R02284,2019,side of the river,monkeys,contrast,Sacred space contrasted with problem of monkeys
R01753,2017,hinduist temple inside,non-hinduist visitors,contrast,non-Hindu entry ban
R01753,2017,place for cremation,smoke with spirit,description,cremation smoke described as spiritual
R01753,2017,extraordinary people,hinduist temple inside,contrast,problematic behavior near sacred space
R00123,2012,cleaner,"men calling themselves ""the priests assistants""",contrast,cleanliness contrasted with problems
R00123,2012,cleaner,pick pockets,contrast,cleanliness contrasted with problems
R01459,2017,cremations,river,co_occurrence,cremations occur along the river
R01459,2017,spices and herbs,cremations,description,spices and herbs cover the body during cremation
R01459,2017,sadhus,quiet beggars,contrast,sadhus are approachable while beggars are quiet
R01492,2017,Bagmati River,the dead are burnt,causal,ashes committed to the river
R01492,2017,architecture of the temple,mystical in a spiritual way,description,architecture contributes to spiritual feeling
R01492,2017,entrance fee,believers of Shiva,contrast,entrance fee contrasts with access for believers
R00181,2012,guide,cremations,causal,Guide explains cremations
R00181,2012,cremations,grieving process,description,Cremations involve grieving process
R01936,2018,major holidays,certain areas,contrast,access limited during major holidays
R01936,2018,westerner,certain areas,causal,westerner access restriction
R01526,2017,miracle place,religious people,causal,Religious people should visit because it's a miracle place
R01526,2017,Hindu country,religious people,description,Religious people are associated with Hindu country
R01231,2016,tour guide,Reuben,description,Reuben is the tour guide
R01231,2016,cremations,kindness towards a stranger in grief,causal,cremations evoke kindness and grief
R01231,2016,sadhus,caves,description,sadhus are in caves
R00621,2014,main part of this temple,Hindu religion,causal,entry restriction based on religion
R00621,2014,touts,main part of this temple,co_occurrence,touts located near entrance
R00621,2014,Nepalese host,colleague who was Hindu,contrast,different companions on visits
R02256,2019,shiva lingams,spiritual,co_occurrence,shiva lingams contribute to spiritual feeling
R02256,2019,no photography allowed,spiritual,contrast,cultural rule contrasts with spiritual experience
R02383,2020,cremation,guards,contrast,spiritual place contrasted with rude guards
R02383,2020,entry fee,guards,co_occurrence,entry fee and rude guards mentioned together
R01305,2016,sunset view from Nagarkot,beautiful mountains,co_occurrence,Both seen during the trip
R01305,2016,Ms Tara,Chitwan National Park,causal,Ms Tara organized the trip to Chitwan National Park
R01905,2018,crowd,shivling,contrast,crowd contrasted with unique deity
R01905,2018,shivling,unique in the world,description,shivling described as unique
R01452,2017,rudrabhishek,receipt for 1100 Nepali rupees,description,cost of rudrabhishek
R01452,2017,sanctum,awe,description,sanctum inspires awe
R01452,2017,clicking pics is prohibited,sanctum,description,photography restriction in sanctum
R01244,2016,evening Aarti,life changing experience,causal,Aarti described as life changing
R01244,2016,evening Aarti,prayer,co_occurrence,Aarti and prayer mentioned together
R01244,2016,people,evening Aarti,description,People associated with Aarti
R01961,2018,cultural and religious place,entry for only Hindus,contrast,positive place but restricted entry
R01961,2018,cremation sites,uneasy,causal,cremation sites cause unease
R01422,2017,professional guide,scenes,description,guide explains scenes
R01422,2017,professional guide,cultural and religion background knowledge,causal,guide raises knowledge
R01422,2017,cultural and religion background knowledge,cultural shock,causal,knowledge leads to cultural shock
R00720,2014,tranquility,sculptures,contrast,tranquility contrasted with crowds
R00720,2014,Nandi,lingam,description,Nandi is in front of the lingam
R02431,2023,death,good therapy,causal,Death reminder is therapeutic
R02431,2023,taking photos,Varanasi,contrast,Photo rules differ from Varanasi
R01227,2016,amazing temple,people worshiping,co_occurrence,Temple and worshiping occur together
R01227,2016,people worshiping,good experience,causal,Worshiping led to a good experience
R00775,2015,intricate architecture,not maintained well,contrast,beautiful architecture contrasted with poor maintenance
R00775,2015,reckless people,not maintained well,causal,reckless behavior causes poor maintenance
R00954,2015,Hindu religion,customs after death,description,insight into customs
R00954,2015,official guide,areas you think you can't go,causal,guide can take you to restricted areas
R00413,2013,holy men,pictures,causal,holy men asking for pictures
R00413,2013,bodies burning,smoke of the bodies,causal,smoke from burning bodies
R00464,2014,ceremonies,death ritual,co_occurrence,ceremonies include the death ritual
R00464,2014,mystical and spiritual place,quiet and respect,causal,mystical place commanded quiet and respect
R00049,2011,500 rupee's each,Hindu's only,contrast,entry fee for foreigners vs Hindu-only access
R00049,2011,cremation,strangely changed,causal,cremation leads to feeling strangely changed
R00049,2011,Sadhus,guides,contrast,guides vs Sadhus for photos
R00049,2011,river,cremation,description,river used in cremation ritual
R01033,2016,cremation ceremony,mourning,co_occurrence,Cremation and mourning occur together
R01033,2016,sense of mortality,funeral pyres,causal,Sense of mortality caused by witnessing cremation
R01033,2016,sadhu,sadhu quarters,description,Sadhu quarters are described as shared with cows
R01527,2017,guide,deeper insight to Hindu culture,causal,Guide provided deeper insight to Hindu culture
R01138,2016,Darshan,aura,causal,Darshan contributes to feeling the aura
R01138,2016,evening Aarti,aura,causal,evening Aarti contributes to feeling the aura
R01275,2016,Bagmati river,evening aarti,co_occurrence,Both mentioned in the context of the temple
R00177,2012,atmosphere,cremations,co_occurrence,atmosphere and cremations experienced together
R00177,2012,people,cremations,co_occurrence,people and cremations observed together
R00177,2012,cremations,educational and emotional,description,cremations described as educational and emotional
R00744,2015,ancient temples,wooden sculptures,co_occurrence,Both are architectural features
R00744,2015,monkeys,people in saffron or yellow robes,contrast,Both are potential problems but of different nature
R00744,2015,public cremation,sense of shock,causal,Cremation caused a sense of shock
R00875,2015,Lord Shiva,peaceful experience,description,Lord Shiva is associated with the peaceful experience
R01022,2016,outer side monuments,burning ghats,contrast,"outer side monuments described as terrible, while burning ghats are part of a peaceful experience"
R01022,2016,seating there in late evening,full moon night,co_occurrence,peaceful experience associated with full moon night
R01365,2016,Arti,memorable visit,co_occurrence,Arti and memorable visit mentioned together
R01365,2016,Hindu,Pashupati Nath MANDIR,description,Hindu must visit Pashupati Nath MANDIR
R00996,2016,architecture,Tibetan/East Asian style pagodas,description,architecture is similar to Tibetan/East Asian style pagodas
R00996,2016,hawkers,ceremonial-peripherals,co_occurrence,hawkers selling ceremonial-peripherals
R00996,2016,remove your footwear,shoe rack,causal,footwear removed and kept safely in a shoe rack
R00996,2016,river,polluted,description,river is polluted
R00946,2015,Old time Rituals,traditions,co_occurrence,Rituals and traditions mentioned together
R00946,2015,Cultural point of view,Old time Rituals,description,Cultural perspective on rituals
R00189,2012,cremations,cremation ceremony,co_occurrence,Cremations were both sad and amazing
R00189,2012,ashes swept into the river,cremations,description,Ashes are part of the cremation process
R01910,2018,River Bagmati,main temple of Lord Shiva,description,main temple located on the banks
R01910,2018,main temple of Lord Shiva,huge beautiful brass Basava,description,Basava is in front of the main temple
R01427,2017,Hindu rituals,cremation,description,Hindu rituals include cremation
R01427,2017,cremation,intriguing,causal,cremation is intriguing
R01729,2017,bodies being prepared for cremation,washing of the feet and face,co_occurrence,part of the cremation process
R01729,2017,bodies being prepared for cremation,placing of the body on wood,co_occurrence,part of the cremation process
R01729,2017,Ram,guide,description,Ram acted as a guide
R02347,2019,cremation,narrow river,co_occurrence,cremation takes place near the river
R02347,2019,guide,understanding of the religious rituals,causal,guide provided better understanding
R00561,2014,cremation,rituals,co_occurrence,cremation and rituals mentioned together
R00561,2014,guide,fascinating,causal,guide's explanation caused fascination
R00561,2014,Sadhu's,person dressed as Hanoman,co_occurrence,Sadhu's and Hanoman mentioned together
R01954,2018,Two aartis,sanctum,co_occurrence,aartis occur inside the sanctum
R01954,2018,Two aartis,banks of the river Bagmati Ganga,co_occurrence,aartis occur on the banks of the river
R01396,2017,shiva temple,historical things,description,historical things are part of the temple
R01919,2018,guide,entrance,co_occurrence,Guides available at the entrance
R01919,2018,ticket,entrance,co_occurrence,Tickets available at the entrance
R01018,2016,early morning visit,environment,co_occurrence,visit and environment mentioned together
R01018,2016,environment,improvement,causal,clean environment due to improvement
R00246,2013,corpse being burnt,uneasy feeling,causal,corpse burning contributes to uneasy feeling
R00246,2013,dust pollution,uneasy feeling,causal,dust pollution contributes to uneasy feeling
R00246,2013,dirty water,uneasy feeling,causal,dirty water contributes to uneasy feeling
R00246,2013,urchins troubles,uneasy feeling,causal,urchins troubles contribute to uneasy feeling
R00246,2013,beggars,uneasy feeling,causal,beggars contribute to uneasy feeling
R00246,2013,so called sadhus,uneasy feeling,causal,so called sadhus contribute to uneasy feeling
R01189,2016,crowded,local,contrast,crowded but helped by a local
R00508,2014,non-Hindu entry ban,sense of discomfort,causal,entry ban caused discomfort
R00508,2014,cremations,sense of offense,causal,cremations caused offense
R00508,2014,Bagmati River,pollution,description,Bagmati River is polluted
R00508,2014,sadhus,extorting money,causal,sadhus extorting money
R01200,2016,intricate carvings,beautiful temple,co_occurrence,Carvings are part of the temple
R01200,2016,heritage site,status it deserves,contrast,Current state vs. deserved status
R00338,2013,small temple,rudraksha,co_occurrence,small temples and rudraksha are both mentioned as features of the premises
R00338,2013,pooja,pooja inside the temple,description,pooja is described as being performed inside the temple
R02296,2019,hindu burial place,corpses,description,rituals performed at the burial place
R02296,2019,non-Hindu entry ban,hindu burial place,contrast,entry restriction contrasted with the burial place
R02421,2022,holy temple,deity,description,deity is part of the temple
R02421,2022,holy temple,premises,description,premises are part of the temple
R02421,2022,cleanliness,holy temple,contrast,cleanliness issue contrasts with temple's glory
R01267,2016,beautiful place,peace,causal,beauty of the place led to peace
R01267,2016,puja,peace,causal,puja led to peace
R00528,2014,aarti,magical tranquility,co_occurrence,aarti and tranquility experienced together
R00528,2014,jumping monkeys,magical tranquility,contrast,monkeys contrasted with tranquility
R00528,2014,Lord Shiva,magical tranquility,causal,presence of Lord Shiva caused tranquility
R02163,2019,non-Hindus cannot enter,open-air cremations,contrast,non-Hindus cannot enter but can see cremations
R02163,2019,macaques,razor wire,description,macaques avoiding razor wire
R02484,2025,microphone performance,opposite bank of the river,description,Location of the microphone performance
R01671,2017,360 degree darshan,Great experience,co_occurrence,360 degree darshan contributes to great experience
R01671,2017,Monkeys,camera,contrast,"Monkeys are a problem, while camera restriction is a rule"
R02028,2018,magical,highlight of our visit,co_occurrence,magical feeling and highlight of visit are mentioned together
R02028,2018,dusk,amazing,co_occurrence,dusk and amazing experience are mentioned together
R02092,2018,blessings of Lord Shiva,peace,causal,blessings of Lord Shiva bring peace
R02092,2018,well built,maintained,co_occurrence,well built and maintained
R01598,2017,aryaghat,sad moment,co_occurrence,aryaghat and sad moment are mentioned together
R01598,2017,Lord Shiva,good scenario,description,Lord Shiva is part of the good scenario
R01826,2018,non hindus are not allowed,temple area,contrast,non-Hindu entry ban contrasted with beauty of temple area
R01826,2018,earth quake destroyed relicts,rebuilding goes very slow,causal,earthquake destruction causing slow rebuilding
R01029,2016,hara hara mahadev,love for all,description,hara hara mahadev is associated with love for all
R01681,2017,temple life,families,co_occurrence,families are part of temple life
R01681,2017,departing their loved ones,wide ghats,co_occurrence,departing loved ones occurs at the ghats
R01808,2018,peaceful atmosphere,Temple Staff,co_occurrence,Staff contributes to peaceful atmosphere
R01808,2018,Cremation area,life and death side by side,description,Cremation area represents life and death
R01128,2016,cremation,Bagmati river,co_occurrence,cremation occurs by the river
R01128,2016,Hindu faith,cremation,causal,Hindus are cremated
R00835,2015,very old temple,small temple,co_occurrence,small temples are part of the old temple complex
R01262,2016,Bagmati river,cremation,co_occurrence,Cremation occurs at the Bagmati river
R01262,2016,monkeys,Sardhu's (Holy men),co_occurrence,Monkeys and Sardhu's are both present at the site
R00747,2015,touts,monkeys,co_occurrence,Both are warnings for visitors
R00747,2015,pooja,pooja counter,causal,Booking pooja requires visiting the counter
R00747,2015,photography,footwear,co_occurrence,Both are cultural rules for temple entry
R00435,2013,bodies burning,funeral music,co_occurrence,Both are part of the funeral scene
R00435,2013,"hawkers, hustlers and beggars",feral dogs,co_occurrence,Both are problems encountered
R00435,2013,holy men,"hawkers, hustlers and beggars",contrast,Holy men demanding money contrasts with their expected role
R00435,2013,holy river,bodies burning,causal,Bodies are burned by the holy river as part of the ritual
R00251,2013,evening aarti,sanctity of the temple campus,co_occurrence,ritual and spiritual emotion experienced together
R00251,2013,friendly people,sanctity of the temple campus,co_occurrence,friendly people contributed to the spiritual emotion
R00251,2013,water body in the lake,sanctity of the temple campus,co_occurrence,serene water body contributed to the spiritual emotion
R02121,2019,entrance fee for Indians,free Darshan,contrast,Expected fee but had free Darshan
R02121,2019,Kedarnath,free Darshan,causal,Visiting Kedarnath relates to completing Yatra with Darshan
R01632,2017,Bagmati River,crematory area,co_occurrence,crematory area located on the banks of the Bagmati River
R01632,2017,Darshan,no camera & no mobile zone,contrast,Darshan is a ritual while no camera zone is a cultural rule
R01632,2017,monkeys,sense of being blessed,causal,feeding monkeys leads to a sense of being blessed
R01437,2017,guide named Richard,Sadhus,contrast,"guide was worth the cost, Sadhus overcharged"
R01437,2017,dust and smoke from cremation,cremation,description,dust and smoke are from cremation
R00650,2014,temple complex,exotic cultural feel,description,temple complex has an exotic cultural feel
R00650,2014,cremation areas,depressing,contrast,cremation areas are both depressing and part of sightseeing
R00934,2015,Teej festival,special atmosphere,causal,Teej festival created a special atmosphere
R00934,2015,cremations,no photography zones,description,cremations are a no photography zone
R02169,2019,authentic Nepali atmosphere,cremation,co_occurrence,authentic atmosphere includes witnessing cremation
R02169,2019,entry,skip payment,causal,walking around entry allows skipping payment
R02034,2018,small temples,Kailas Parbat,co_occurrence,small temples and Kailas Parbat mentioned together
R02034,2018,Bagmati River,dead body burning,co_occurrence,Bagmati River and cremation mentioned together
R00609,2014,four side darshana,amazingly Devine and serene place,description,darshana contributes to the divine feel
R00609,2014,thousands of shivlings,good feel,causal,touching shivlings gives a good feel
R02207,2019,beautiful place of Hindu worship,architecture,description,architecture is part of the place
R02207,2019,beautiful place of Hindu worship,important to the Hindu people,description,importance to Hindu people
R00440,2013,open cremations,overwhelming,causal,open cremations can be overwhelming
R00440,2013,grounds,open cremations,contrast,grounds are beautiful but cremations are confronting
R01624,2017,Shivalinga,huge temple,description,Shivalinga is described as the main God in the temple
R00317,2013,250 NRs,entrance fee,causal,fee perceived as rip-off
R00317,2013,entrance fee,fee collectors,causal,fee needed to pay collectors
R00317,2013,entrance fee,little to see,contrast,fee vs. little to see
R00430,2013,local public,different kind of temple,contrast,compared to indian temple
R00430,2013,shiv linga,memorable experience,causal,memorable experience in visiting
R01346,2016,non-Hindu entry ban,high fee,co_occurrence,Both relate to access issues
R02042,2018,local life,obvious death,contrast,amazing insight contrasted with discomfort
R02042,2018,bodies,locals,contrast,locals' calmness contrasted with reviewer's discomfort
R00014,2025,guide,cremation rites,co_occurrence,Guide helps explain cremation rites
R00014,2025,cremation rites,Hinduist community's life,description,Cremation rites are central to Hinduist community's life
R00014,2025,guide,UNESCO World Heritage Site,causal,Guide enhances the experience of visiting the site
R01265,2016,cremation,emotionally moving experience,causal,cremation causes emotional movement
R01265,2016,cremation,never seen or felt anything quite like it,causal,cremation causes unique feeling
R01265,2016,cremation,never ever forget it,causal,cremation causes unforgettable experience
R02141,2019,Abhishek,priest,description,priests perform abhishek
R02141,2019,aarti,holy places,co_occurrence,aarti occurs at holy place
R00964,2015,bodies are cremated,guide,contrast,ritual and guide experience are contrasted
R00964,2015,offering to Sadhus,Sadhus,description,offering is related to Sadhus
R01066,2016,smell,dusty,co_occurrence,Both are environmental issues
R01066,2016,cremations,river,description,Cremations occur across the river
R01684,2017,cremate their loved ones,mesmerizing,co_occurrence,cremation ceremony was mesmerizing
R01684,2017,beggars,atmosphere,contrast,beggars did not detract from the atmosphere
R00095,2012,Can't take a pictures inside,Strictly prohibited,description,Photography prohibition is strict
R00980,2015,Hindus,guide,contrast,access restriction for Hindus vs. guide availability
R00980,2015,cremation process,sad but also beautiful,co_occurrence,cremation process evokes mixed emotions
R00980,2015,holy men,real ones and which are fake,description,distinguishing real holy men from fake
R00257,2013,funeral service,strange place,co_occurrence,funeral service contributes to the strange feeling
R00257,2013,evening,odd place,co_occurrence,evening visit contributes to the odd feeling
R00809,2015,young guide,open air cremations,co_occurrence,guide and cremations mentioned together
R00809,2015,open air cremations,our culture,contrast,cremations contrasted with cultural norms
R00428,2013,priests,highhandedness,description,priests are described as highhanded
R00428,2013,highhandedness,disturbs me,causal,highhandedness causes disturbance
R01054,2016,rituals,landscape,co_occurrence,rituals and landscape mentioned together
R01054,2016,landscape,architecture,co_occurrence,landscape and architecture mentioned together
R01757,2017,darshan,historicle temple,co_occurrence,darshan at the historical temple
R01757,2017,Murti of Nandi Ji,historicle temple,description,Murti of Nandi Ji is part of the temple
R01757,2017,Evening Aarti,wondring moment,causal,Evening Aarti caused a wondring moment
R01494,2017,Jyotirling,darshan,description,Jyotirling is part of the darshan
R01494,2017,evening aarti,Baghmati River,co_occurrence,evening aarti occurs near Baghmati River
R01494,2017,evening aarti,spiritual feels,causal,evening aarti causes spiritual feels
R02345,2019,entrance fee,monuments,co_occurrence,Both mentioned as part of the visit
R02345,2019,ceremony,beautiful place,co_occurrence,Both contribute to the experience
R01621,2017,Hindu cremations,cultural significance of cremation,description,cultural significance explained through cremation
R01621,2017,Babas,Hindu cremations,co_occurrence,Babas present during cremation
R01621,2017,people who try to sell you things,Hindu cremations,contrast,commercial activity contrasted with sacred ritual
R02370,2020,Hindus Temple,heaven on earth,description,temple described as heaven
R00059,2011,local student guide,funeral arrangements,description,guide offers information on funeral arrangements
R00059,2011,500 rupees,improvement fund,contrast,entry fee contrasted with lack of improvements
R01282,2016,Bagmati river,cremation,co_occurrence,cremation performed by the side of the river
R01282,2016,devotees from India,Shivaratri,co_occurrence,devotees visit during Shivaratri
R01282,2016,non-Hindu entry ban,Bagmati river,contrast,non-Hindus watch from another side of the river
R01668,2017,cremation ceremony,awe,causal,cremation ceremony caused awe
R01668,2017,cremation ceremony,sense of heaviness,causal,cremation ceremony caused sense of heaviness
R02358,2020,cremotorium,reminder of our way of leaving this earth,causal,cremotorium as a reminder of mortality
R02358,2020,cremotorium,ritual,description,cremotorium involves ritual
R02358,2020,cremotorium,experience on its own,contrast,cremotorium is both an experience and a reminder
R00823,2015,cremation ceremony,holy river,co_occurrence,cremation ceremony occurs by the holy river
R00823,2015,cremation ceremony,Varanasi,description,cremation ceremony is similar to Varanasi
R02105,2018,lovely area,devastating earthquake,causal,area recovering from earthquake
R02105,2018,lovely area,building work,contrast,area will be better when work is completed
R01605,2017,solemn ritual,cremation,description,ritual involves cremation
R01605,2017,queue,cremation,causal,queue forms if spots are full
R01898,2018,crowds,pushing and pulling,co_occurrence,crowds and pushing and pulling occur together
R01898,2018,darshan,vibrancy of the temple,contrast,fulfilling darshan contrasts with vibrancy
R02483,2024,worshiping,front of temple,co_occurrence,worshiping happens at the front of temple
R02483,2024,cremation,front of temple,co_occurrence,cremation observed at the site
R01359,2016,cremation center,religious activities,co_occurrence,cremation center is part of religious activities
R01359,2016,non-Hindu entry ban,holiest Hindu Temple,description,entry restriction describes the temple's cultural rule
R01207,2016,cremation ceremony,smell of cremated bodies,co_occurrence,smell associated with cremation ceremony
R01314,2016,cremation ceremony,bank of the river,co_occurrence,Cremation ceremony observed from the river bank
R01314,2016,intense but beautiful place,absorb the religions and traditions,contrast,Intense yet beautiful experience linked to spiritual absorption
R01774,2018,cremation ceremony,deeply moved,causal,cremation ceremony caused spiritual emotion
R01774,2018,temple compound,non-Hindu entry ban,contrast,beautiful compound but restricted access
R01774,2018,stagnant river,putrid,description,river described as putrid
R00389,2013,non-Hindu entry ban,funeral pyres,contrast,entry restriction contrasts with open access to pyres
R00389,2013,funeral pyres,cremation ceremony,description,pyres are used for cremation ceremony
R00389,2013,funeral pyres,sadhu,co_occurrence,sadhus are present at the pyres
R00389,2013,funeral pyres,monkeys,co_occurrence,monkeys are present at the pyres
R00484,2014,open cremations,incredible experience,contrast,open cremations are hard yet incredible
R00484,2014,important temple in the hindu culture,guide,co_occurrence,visiting with a guide enhances the experience
